,CWE_CLASS,CLEAN_DESCRIPTION
12208,1,sonatype nexus allows remote attackers create arbitrary objects execute arbitrary code unspecified vectors related unmarshalling unintended object types
12214,1,untrusted search path vulnerability autodesk autocad allows local users gain privileges execute arbitrary vbscript code trojan horse fas file fas file search path
12325,1,wsdl wadl import functionality soapui allows remote attackers execute arbitrary java code crafted request parameter wsdl file
12355,0,function mozilla firefox firefox esr thunderbird seamonkey allows remote attackers obtain sensitive information process heap memory cause denial service bounds read application crash possibly unspecified impact crafted wav file
12358,0,function mozilla firefox firefox esr thunderbird seamonkey allows remote attackers obtain sensitive information process memory cause denial service bounds read application crash possibly bypass origin policy vectors involving mathml polygon rendering
12362,0,function web audio subsystem mozilla firefox seamonkey allows remote attackers execute arbitrary code cause denial service bounds read memory corruption application crash crafted content
12367,1,mozilla firefox firefox esr thunderbird allow remote attackers execute arbitrary code crafted webgl content constructed cesium javascript library
12368,1,convolvehorizontally function skia mozilla firefox firefox esr thunderbird properly handle discarding image data function execution allows remote attackers execute arbitrary code triggering prolonged image scaling demonstrated scaling high quality image
12380,1,dotclear allows remote attackers execute arbitrary php code serialized object cookie password protected page properly handled inc public plugins
12397,1,microsoft bing application android allows remote attackers install arbitrary apk files vectors involving crafted dns response
12401,1,framework util lib horde script util library horde allows remote attackers conduct object injection attacks execute arbitrary php code crafted serialized object formvars form
